Test Case,Modulation,SNR (dB),Semantic Accuracy (%),BER (%),Energy per Semantic Bit,Cosine Similarity,Mutual Information,Compression Ratio
Doppler_AWGN,qam16,-30.0,67.97500000000001,32.025,0.49008582929423344,0.7599234580993652,0.5469468508241541,0.5
Doppler_AWGN,qam16,-29.9,70.9,29.099999999999998,0.4303366810247383,0.714887946844101,0.4775303180294483,0.264
Doppler_AWGN,qam16,-29.799999999999997,70.475,29.525000000000002,0.4470744022449793,0.5832624658942223,0.5089297165522481,0.15825600000000004
Doppler_AWGN,qam16,-29.699999999999996,70.625,29.375,0.4068301135119005,0.5139539390802383,0.5000116816778017,0.1
Doppler_AWGN,qam16,-29.599999999999994,69.0,31.0,0.4204963498131813,0.5929791927337646,0.4757817940237045,0.1
Doppler_AWGN,qam16,-29.499999999999993,69.27499999999999,30.725,0.4512590484453295,0.5839586853981018,0.42791091381407637,0.1
Doppler_AWGN,qam16,-29.39999999999999,69.475,30.525000000000002,0.46430699412235626,0.6171390116214752,0.5089367007725628,0.1
Doppler_AWGN,qam16,-29.29999999999999,70.725,29.275000000000002,0.4043666012314705,0.6067569255828857,0.36820965495455626,0.1
Doppler_AWGN,qam16,-29.19999999999999,65.60000000000001,34.4,0.6092746998957911,0.5868786126375198,0.5084097125147248,0.1
Doppler_AWGN,qam16,-29.099999999999987,72.0,28.000000000000004,0.4056257446823255,0.5799895897507668,0.4331228300357702,0.1
Doppler_AWGN,qam16,-28.999999999999986,70.52499999999999,29.475,0.39699529252940347,0.43459683656692505,0.534233128898889,0.1
Doppler_AWGN,qam16,-28.899999999999984,70.6,29.4,0.4126040027072571,0.49235595017671585,0.4086263940766456,0.1
Doppler_AWGN,qam16,-28.799999999999983,71.85000000000001,28.15,0.38955865308673093,0.40741438418626785,0.4985115220133057,0.1
Doppler_AWGN,qam16,-28.69999999999998,68.55,31.45,0.48072577835824765,0.4376479722559452,0.4851550445523779,0.1
Doppler_AWGN,qam16,-28.59999999999998,68.05,31.95,0.4945950061678248,0.541392806917429,0.48310019017784595,0.1
Doppler_AWGN,qam16,-28.49999999999998,72.025,27.975,0.40427462360437755,0.6365238726139069,0.4608399628569531,0.1
Doppler_AWGN,qam16,-28.399999999999977,69.0,31.0,0.47933796615130597,0.6024898886680603,0.47520164137355936,0.1
Doppler_AWGN,qam16,-28.299999999999976,71.75,28.249999999999996,0.400229902959556,0.6644185185432434,0.42692691564847557,0.1
Doppler_AWGN,qam16,-28.199999999999974,70.025,29.975,0.4384920001314787,0.5293745622038841,0.5089694037564823,0.1
Doppler_AWGN,qam16,-28.099999999999973,71.825,28.175,0.39176399001683804,0.6793447136878967,0.5074052780109668,0.1
Doppler_AWGN,qam16,-27.99999999999997,69.39999999999999,30.599999999999998,0.4308444534054392,0.5402393601834774,0.5142210184866544,0.1
Doppler_AWGN,qam16,-27.89999999999997,71.175,28.825,0.416940251564543,0.4799986984580755,0.47695407334958156,0.1
Doppler_AWGN,qam16,-27.79999999999997,70.35,29.65,0.4523134732898096,0.6652919054031372,0.45658720976723116,0.1
Doppler_AWGN,qam16,-27.699999999999967,74.5,25.5,0.35156171831137184,0.6496439874172211,0.4314832005646159,0.1
Doppler_AWGN,qam16,-27.599999999999966,70.05,29.95,0.43651872903470273,0.6075488775968552,0.3821314476540982,0.1
Doppler_AWGN,qam16,-27.499999999999964,69.375,30.625000000000004,0.4924121715652777,0.564692959189415,0.4945687904870163,0.1
Doppler_AWGN,qam16,-27.399999999999963,69.39999999999999,30.599999999999998,0.41476410357995797,0.45417404919862747,0.5210308655261248,0.1
Doppler_AWGN,qam16,-27.29999999999996,70.925,29.075,0.4005353564665143,0.5055009853094816,0.4907385957146768,0.1
Doppler_AWGN,qam16,-27.19999999999996,72.75,27.250000000000004,0.36483746361098734,0.5134412162005901,0.4842841275021057,0.1
Doppler_AWGN,qam16,-27.09999999999996,70.125,29.875,0.42875976335434696,0.5036072125658393,0.48629646032102547,0.1
Doppler_AWGN,qam16,-26.999999999999957,72.375,27.625,0.3829338255978946,0.5992304161190987,0.4807513184563166,0.1
Doppler_AWGN,qam16,-26.899999999999956,72.825,27.175,0.3581294307685372,0.550492700189352,0.4124835894240027,0.1
Doppler_AWGN,qam16,-26.799999999999955,72.52499999999999,27.474999999999998,0.3715106292842277,0.5533917509019375,0.4767217695993724,0.1
Doppler_AWGN,qam16,-26.699999999999953,69.52499999999999,30.475,0.44162789016249937,0.5148904146626592,0.4906542675737584,0.1
Doppler_AWGN,qam16,-26.59999999999995,71.55,28.449999999999996,0.3866303489406139,0.5717729479074478,0.473777947464818,0.1
Doppler_AWGN,qam16,-26.49999999999995,70.475,29.525000000000002,0.4033268506972287,0.5161575451493263,0.46418464129929676,0.1
Doppler_AWGN,qam16,-26.39999999999995,72.175,27.825,0.3978479417953716,0.556788332760334,0.47384685936616894,0.1
Doppler_AWGN,qam16,-26.299999999999947,72.85,27.150000000000002,0.3559732499550379,0.6561525762081146,0.48280193389851983,0.1
Doppler_AWGN,qam16,-26.199999999999946,72.7,27.3,0.3986436487108056,0.5600566640496254,0.5010215747605763,0.1
Doppler_AWGN,qam16,-26.099999999999945,71.45,28.549999999999997,0.3910561310577727,0.6896258592605591,0.4631808287603002,0.1
Doppler_AWGN,qam16,-25.999999999999943,70.175,29.825000000000003,0.4156729534771352,0.41039057821035385,0.5066561830680727,0.1
Doppler_AWGN,qam16,-25.89999999999994,69.975,30.025000000000002,0.40961633454970486,0.452907033264637,0.5285961703682139,0.1
