RIS Elements,Average Semantic Accuracy (%),Accuracy 95% CI,Average Cosine Similarity,Cosine 95% CI
64,74.7795,0.10735869062788192,0.7857264726360639,0.004339951217454472
128,74.62841666666668,0.13982201173740938,0.7870775015652179,0.004234645047084877
256,74.58908333333335,0.1986176964524404,0.7795367492735384,0.005262618197039836
